,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,Strongest Beat Overall Standard Deviation,Beat Sum Overall Standard Deviation,Strength Of Strongest Beat Overall Standard Deviation,Strongest Frequency Via Zero Crossings Overall Standard Deviation,Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Strongest Frequency Via FFT Maximum Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Peak Based Spectral Smoothness Overall Standard Deviation,Relative Difference Function Overall Standard Deviation,Area Method of Moments Overall Standard Deviation 1,Area Method of Moments Overall Standard Deviation 2,Area Method of Moments Overall Standard Deviation 3,Area Method of Moments Overall Standard Deviation 4,Area Method of Moments Overall Standard Deviation 5,Area Method of Moments Overall Standard Deviation 6,Area Method of Moments Overall Standard Deviation 7,Area Method of Moments Overall Standard Deviation 8,Area Method of Moments Overall Standard Deviation 9,Area Method of Moments Overall Standard Deviation 10,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,Strongest Beat Overall Average,Beat Sum Overall Average,Strength Of Strongest Beat Overall Average,Strongest Frequency Via Zero Crossings Overall Average,Strongest Frequency Via Spectral Centroid Overall Average,Strongest Frequency Via FFT Maximum Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Peak Based Spectral Smoothness Overall Average,Relative Difference Function Overall Average,Area Method of Moments Overall Average 1,Area Method of Moments Overall Average 2,Area Method of Moments Overall Average 3,Area Method of Moments Overall Average 4,Area Method of Moments Overall Average 5,Area Method of Moments Overall Average 6,Area Method of Moments Overall Average 7,Area Method of Moments Overall Average 8,Area Method of Moments Overall Average 9,Area Method of Moments Overall Average 10,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11,label
10,7.662,0.06757,0.0002666,201.0,0.0013,0.04824,0.0505,19.57,7.976e-13,51.67,0.0008772,305.7,239.4,269.7,50.27,3.351,2.653,2.421,2.743,2.478,2.208,2.656,2.931,2.938,2.714,2.706,2.064,0.06058,0.1874,0.1879,0.1135,0.1357,0.1259,0.1239,0.1282,0.1158,0.0,0.07401,9.762,776.7,63690.0,12450000.0,36.68,1.255,0.6431,600.6,6307.0,9769000000.0,103500000000.0,1097000000000.0,2.384e+17,930000000000.0,9855000000000.0,2.863e+20,18.97,0.1146,0.0002098,1752.0,0.002075,0.08141,0.592,48.3,220.6,170.4,0.01019,754.7,592.8,389.2,-120.8,6.86,1.221,0.1324,-0.145,-0.1772,-0.7495,0.8223,-0.5089,-0.7383,-1.226,-0.9467,-0.9465,-0.9393,0.4999,-0.08185,0.06286,0.04352,0.1068,-0.008642,0.014,-0.01446,0.0,0.1837,47.78,3043.0,293100.0,51530000.0,60.75,-5.062,1.851,8133000.0,86970000.0,-66140000000000.0,-707400000000000.0,-7565000000000000.0,1.076e+21,6370000000000000.0,6.812e+16,1.316e+24,0.5004677,0.45887512,0.51959205,0.47466862,0.43192592,0.44526204,0.4641768,0.4185697,0.3644413,0.40875137,0.5233954,0.55200195,nostalgia
11,8.591,0.07513,0.0001745,225.7,0.001164,0.04443,0.08011,21.48,12.57,52.11,0.001638,335.6,268.5,276.0,63.51,3.081,2.331,2.021,2.371,2.191,2.22,2.285,3.068,2.6,2.796,2.965,2.271,0.06183,0.2749,0.1957,0.1275,0.1617,0.1422,0.1333,0.1139,0.1127,0.0,0.08731,11.78,1004.0,89960.0,18150000.0,32.37,1.852,0.8161,612.6,5624.0,9968000000.0,99020000000.0,978500000000.0,2.433e+17,897600000000.0,8873000000000.0,2.554e+20,16.81,0.09621,0.0001166,1736.0,0.001523,0.05977,0.619,42.89,211.1,127.1,0.01061,670.1,525.3,369.6,-144.4,7.734,1.623,0.1837,-0.2313,-0.06777,-0.6311,1.405,1.233,0.1367,-1.483,-1.684,-1.814,-0.9463,0.4681,-0.1202,0.08496,0.04904,0.1388,0.02433,0.05395,0.003481,0.0,0.1316,43.82,2904.0,284900.0,50460000.0,51.27,-6.066,1.315,8135000.0,87000000.0,-66180000000000.0,-707700000000000.0,-7568000000000000.0,1.077e+21,6373000000000000.0,6.815e+16,1.317e+24,0.68560165,0.4454924,0.37135318,0.36469457,0.3806678,0.42836094,0.44927365,0.38334835,0.3452851,0.41730323,0.66254455,0.79082924,nostalgia
12,4.965,0.02917,0.0001965,207.4,0.0007389,0.02789,0.0459,11.82,27.77,11.15,0.0002047,184.7,155.2,223.2,81.67,5.106,2.694,2.955,2.869,2.747,2.763,2.631,2.52,2.665,2.456,2.614,2.587,0.07982,0.1425,0.2144,0.1558,0.1228,0.1238,0.1219,0.113,0.105,0.0,0.05066,8.6,693.2,73090.0,12920000.0,24.39,5.209,0.3996,602.5,4051.0,9806000000.0,85370000000.0,705000000000.0,2.394e+17,766500000000.0,6325000000000.0,1.84e+20,16.73,0.08499,0.0001313,1714.0,0.001434,0.05544,0.5417,37.75,136.2,94.72,0.009332,589.8,523.0,518.7,-144.2,14.81,-1.655,-3.343,-3.339,-1.483,-2.347,-2.14,0.5431,0.5984,-0.2244,-1.217,-0.7241,-0.962,0.8009,0.02178,0.1389,0.03737,0.02359,0.01372,0.01263,-0.0345,0.0,0.1049,29.17,1335.0,149500.0,24780000.0,39.9,-5.49,1.057,8137000.0,87010000.0,-66210000000000.0,-708000000000000.0,-7571000000000000.0,1.078e+21,6376000000000000.0,6.818e+16,1.318e+24,0.45068774,0.4116856,0.41069263,0.40943554,0.4080632,0.39225194,0.385337,0.40350255,0.5379849,0.5022817,0.41219133,0.46434474,joyful_activation
13,6.801,0.0292,0.0005151,195.9,0.001336,0.04922,0.05951,14.77,12.7,50.89,0.0008126,230.8,212.5,317.4,49.52,3.272,3.117,2.301,3.098,2.586,3.745,2.107,3.223,2.704,3.484,2.609,2.078,0.0493,0.196,0.1823,0.1746,0.1543,0.1731,0.1334,0.1387,0.1434,0.0,0.07029,7.397,700.8,68660.0,11830000.0,27.97,1.263,0.5416,603.1,4552.0,9818000000.0,89520000000.0,792300000000.0,2.397e+17,804600000000.0,7119000000000.0,2.069e+20,20.24,0.09729,0.0003121,1706.0,0.002364,0.09091,0.5571,46.71,207.9,186.5,0.01002,729.8,632.4,629.9,-128.2,13.77,-1.664,-2.647,-0.9308,-0.3369,-2.844,-2.113,1.899,1.881,-0.6343,-0.9735,-0.1416,-0.9521,0.7515,0.00645,0.1607,-0.01607,0.02899,0.02425,-0.02699,-0.08167,0.0,0.1675,33.68,1664.0,183600.0,30490000.0,42.16,-4.845,1.695,8139000.0,87030000.0,-66250000000000.0,-708300000000000.0,-7574000000000000.0,1.078e+21,6379000000000000.0,6.82e+16,1.318e+24,0.38514712,0.27479273,0.2737699,0.31897053,0.39464688,0.41100225,0.40938944,0.40174723,0.44928828,0.4199763,0.39782158,0.5820135,joyful_activation
14,4.898,0.03029,0.0002061,206.9,0.0007649,0.02895,0.04018,11.2,24.35,10.53,0.0004842,175.0,153.1,218.7,51.19,4.521,2.778,2.455,2.594,2.623,2.677,2.597,2.642,2.431,2.159,2.291,2.268,0.05182,0.1273,0.2121,0.1559,0.1226,0.1269,0.1244,0.1024,0.1065,0.0,0.05487,7.947,686.6,74170.0,13350000.0,22.57,1.213,0.4342,602.3,3937.0,9807000000.0,84460000000.0,685300000000.0,2.395e+17,758200000000.0,6146000000000.0,1.789e+20,16.89,0.08638,0.0001476,1708.0,0.001496,0.05774,0.5542,38.25,136.9,105.3,0.00948,597.7,527.9,522.9,-138.0,15.06,-2.098,-3.189,-3.149,-1.159,-2.049,-1.662,0.4724,0.2997,-0.644,-1.141,-0.5686,-0.9654,0.8017,0.03084,0.1287,0.02286,0.03506,0.02493,0.00196,-0.03678,0.0,0.113,29.4,1338.0,150100.0,24940000.0,40.46,-5.209,1.14,8141000.0,87040000.0,-66280000000000.0,-708600000000000.0,-7576000000000000.0,1.079e+21,6381000000000000.0,6.823e+16,1.319e+24,0.45672396,0.4371732,0.41045022,0.39107308,0.3992546,0.37907347,0.3766412,0.4251015,0.5643286,0.5169742,0.41369748,0.4507862,joyful_activation
15,6.854,0.03388,0.0007991,199.7,0.001019,0.03791,0.05513,14.86,10.94,35.73,0.0004261,232.2,214.2,319.0,50.01,3.611,3.491,2.277,3.412,3.035,3.846,2.421,3.063,2.475,3.413,2.419,1.846,0.04988,0.1653,0.1977,0.1762,0.1667,0.1599,0.1404,0.1255,0.1341,0.0,0.06757,8.065,667.7,65340.0,11480000.0,25.74,1.204,0.5294,603.0,4465.0,9821000000.0,88830000000.0,777500000000.0,2.399e+17,798600000000.0,6986000000000.0,2.03e+20,20.48,0.101,0.0004535,1718.0,0.00216,0.08354,0.553,47.0,211.8,165.8,0.0096,734.4,640.1,679.8,-127.9,13.6,-2.425,-2.533,-0.7211,-1.092,-3.258,-1.754,2.007,0.8682,-0.8186,-0.65,-0.07683,-0.9515,0.7822,0.004872,0.1251,-0.01459,0.0155,-0.002167,-0.02151,-0.03463,0.0,0.1651,33.16,1565.0,173400.0,28910000.0,44.36,-4.873,1.667,8143000.0,87060000.0,-66310000000000.0,-708900000000000.0,-7579000000000000.0,1.08e+21,6384000000000000.0,6.825e+16,1.32e+24,0.44566578,0.41936925,0.32376364,0.3204319,0.37170947,0.37853098,0.3778325,0.36091262,0.41008833,0.4004628,0.40010408,0.534116,joyful_activation
16,3.652,0.03241,9.703e-05,225.0,0.0004782,0.01838,0.04483,8.072,61.67,10.16,0.0001555,126.1,114.1,107.0,81.63,4.166,1.961,1.644,2.107,1.935,1.355,1.403,1.722,2.097,1.599,1.644,1.838,0.08121,0.1177,0.3212,0.1883,0.1415,0.09271,0.08568,0.09846,0.09392,0.0,0.04172,5.288,316.5,20970.0,4273000.0,20.99,5.188,0.3545,600.3,2847.0,9779000000.0,75440000000.0,495800000000.0,2.39e+17,678300000000.0,4454000000000.0,1.295e+20,12.54,0.06436,5.707e-05,1747.0,0.001054,0.04085,0.5854,28.34,159.6,41.09,0.00893,442.8,391.8,339.4,-148.9,19.47,-4.107,2.177,-3.426,-2.047,-2.5,-0.5753,-0.903,-1.337,-0.5067,-0.2293,-1.294,-0.9739,0.8239,-0.1377,0.01166,0.09475,0.1054,0.07323,0.03983,0.03738,0.0,0.08392,20.58,457.2,29520.0,3795000.0,43.82,-6.425,0.8459,8145000.0,87070000.0,-66350000000000.0,-709200000000000.0,-7581000000000000.0,1.081e+21,6387000000000000.0,6.827e+16,1.32e+24,0.5281947,0.46438769,0.47512898,0.5557253,0.5780373,0.55670625,0.61990196,0.6283618,0.5937799,0.5362873,0.5313364,0.5740217,nostalgia
17,2.592,0.01498,8.972e-05,196.0,0.0005452,0.02081,0.04593,7.293,7.976e-13,14.93,0.0009756,113.9,81.01,121.3,51.73,5.109,1.925,1.883,2.192,1.696,1.469,1.359,1.328,2.088,1.791,1.453,1.394,0.04598,0.09871,0.335,0.1697,0.1455,0.1103,0.07529,0.08779,0.0894,0.0,0.04968,4.314,268.2,26330.0,4694000.0,19.68,1.359,0.4682,605.8,2607.0,9872000000.0,73950000000.0,454100000000.0,2.413e+17,667400000000.0,4104000000000.0,1.186e+20,11.81,0.06086,6.603e-05,1688.0,0.0009884,0.03843,0.5611,27.4,220.6,41.31,0.01068,428.1,369.2,335.7,-149.4,21.32,-4.671,2.805,-2.486,-1.732,-2.471,-0.6646,-0.06284,-0.7107,-0.04118,-0.5129,-2.091,-0.9801,0.8164,-0.103,-0.0235,0.07153,0.08948,0.06867,0.03878,0.02743,0.0,0.08217,19.43,413.7,26680.0,3483000.0,43.61,-6.233,0.8276,8148000.0,87080000.0,-66380000000000.0,-709500000000000.0,-7583000000000000.0,1.082e+21,6389000000000000.0,6.828e+16,1.321e+24,0.6015331,0.5050209,0.48274168,0.5292949,0.55505633,0.540801,0.6250263,0.73508,0.63643914,0.5768791,0.5857166,0.62466156,nostalgia
18,4.312,0.03309,0.0001975,201.0,0.0006106,0.02322,0.03762,6.217,33.01,13.77,0.0001522,97.14,134.7,115.1,51.47,3.355,1.819,1.624,1.489,1.593,1.245,1.498,1.684,1.915,1.768,1.649,1.776,0.05262,0.0861,0.2709,0.1542,0.1196,0.08311,0.07044,0.07735,0.08633,0.0,0.05744,5.199,308.5,25600.0,4931000.0,20.13,1.337,0.477,601.6,3150.0,9805000000.0,78060000000.0,548700000000.0,2.397e+17,702200000000.0,4933000000000.0,1.434e+20,13.61,0.0715,0.0001306,1668.0,0.001414,0.0557,0.5955,31.4,212.3,99.8,0.00912,490.6,425.5,365.5,-132.5,16.89,-4.139,2.131,-3.599,-1.397,-2.279,0.4581,-0.2045,-0.1484,-0.6567,-0.6575,-1.178,-0.975,0.8327,-0.2018,-0.03461,0.08602,0.08649,0.05356,0.03799,0.04476,0.0,0.1258,23.01,536.7,32680.0,4094000.0,51.98,-5.738,1.269,8150000.0,87090000.0,-66420000000000.0,-709700000000000.0,-7584000000000000.0,1.083e+21,6391000000000000.0,6.83e+16,1.321e+24,0.47408062,0.4573719,0.5245957,0.5352491,0.5531779,0.53169614,0.55850166,0.6225667,0.6193252,0.584953,0.5994325,0.5399521,nostalgia
19,3.181,0.02335,2.654e-05,204.0,0.0003003,0.01151,0.06917,6.741,44.59,1.125,0.00045,105.3,99.42,118.4,49.23,5.129,2.273,1.82,1.948,1.95,1.487,1.442,1.748,1.656,1.333,1.38,1.516,0.04849,0.1101,0.3203,0.1731,0.1191,0.09997,0.078,0.0676,0.06769,0.0,0.02279,4.916,297.1,27600.0,5089000.0,20.0,1.164,0.2,601.6,2119.0,9808000000.0,69660000000.0,369200000000.0,2.399e+17,626900000000.0,3320000000000.0,9.646e+19,11.54,0.06222,1.202e-05,1653.0,0.0004705,0.01814,0.5824,25.8,204.5,5.991,0.009155,403.1,360.7,326.9,-174.5,27.4,-6.225,2.447,-1.472,-2.98,-1.793,0.5137,-0.6491,-0.4336,-0.4397,-1.192,-2.522,-0.9819,0.8419,0.03171,-0.08182,-0.02874,0.04039,0.08033,0.09111,0.08,0.0,0.03562,16.86,297.2,23110.0,3638000.0,41.49,-6.901,0.3529,8152000.0,87100000.0,-66450000000000.0,-710000000000000.0,-7586000000000000.0,1.083e+21,6394000000000000.0,6.831e+16,1.321e+24,0.594644,0.46958336,0.44654217,0.4632951,0.50909525,0.48917392,0.5884289,0.65708816,0.71239704,0.65990907,0.6398246,0.6759173,nostalgia
20,10.88,0.08352,0.0001999,221.8,0.000802,0.0306,0.05822,21.55,35.79,25.57,0.0004875,336.7,339.9,298.6,86.23,3.905,3.84,3.35,3.218,3.482,3.314,2.403,3.117,2.786,3.892,3.535,2.724,0.1081,0.3251,0.2102,0.1348,0.1229,0.1283,0.1148,0.1139,0.1104,0.0,0.06942,14.55,1372.0,110900.0,21740000.0,39.93,5.289,0.636,597.1,7308.0,9737000000.0,111500000000.0,1273000000000.0,2.382e+17,997500000000.0,11400000000000.0,3.327e+20,25.55,0.1323,0.000142,1730.0,0.001473,0.05839,0.5794,60.2,201.6,107.0,0.00942,940.7,798.3,581.1,-142.0,2.101,-3.147,-3.858,-2.887,0.598,-1.458,-1.261,0.6565,0.9211,0.1031,-0.8241,-1.8,-0.9067,0.4497,-0.005143,0.1436,0.1056,0.1005,0.06286,0.04604,0.03309,0.0,0.1393,55.69,3427.0,298100.0,53790000.0,60.82,-5.881,1.406,8154000.0,87110000.0,-66480000000000.0,-710300000000000.0,-7589000000000000.0,1.084e+21,6396000000000000.0,6.834e+16,1.322e+24,0.3430584,0.26773885,0.25155395,0.28925222,0.25033078,0.23213744,0.28229606,0.46047854,0.5596433,0.45112562,0.3878844,0.31078982,calmness
21,8.422,0.07714,0.0003732,193.2,0.001097,0.04142,0.05199,21.35,14.12,17.59,0.0003535,333.6,263.2,259.8,49.64,3.055,2.527,2.391,2.293,2.671,3.139,2.991,3.969,3.702,3.479,3.349,2.476,0.07551,0.1953,0.1651,0.1457,0.123,0.1338,0.1267,0.1167,0.1139,0.0,0.05996,9.659,762.4,58720.0,11250000.0,40.41,1.281,0.476,602.0,8406.0,9820000000.0,121000000000.0,1465000000000.0,2.403e+17,1089000000000.0,13190000000000.0,3.83e+20,29.95,0.1503,0.0002842,1740.0,0.002126,0.08516,0.6205,67.77,218.4,199.8,0.009431,1059.0,935.8,731.0,-123.3,0.9079,-2.577,-5.122,-3.098,1.862,1.364,-1.219,-2.793,-1.867,0.6685,-0.9062,-3.27,-0.8922,0.4664,0.06261,0.1949,0.1343,0.1284,0.1122,0.08096,0.03981,0.0,0.199,61.9,3743.0,317600.0,56830000.0,65.09,-4.87,2.004,8156000.0,87140000.0,-66520000000000.0,-710700000000000.0,-7594000000000000.0,1.085e+21,6400000000000000.0,6.838e+16,1.323e+24,0.17977905,0.15440157,0.25816822,0.3312562,0.26299748,0.2940344,0.26799706,0.50456184,0.42939943,0.23901768,0.22675316,0.18430212,calmness
22,6.46,0.0531,0.0004129,196.4,0.001012,0.03726,0.04127,16.09,6.91,24.81,0.0002711,251.3,201.9,261.9,49.45,3.047,3.643,2.511,2.249,2.717,2.813,3.259,3.249,3.271,3.684,2.691,2.244,0.05463,0.2723,0.1587,0.1294,0.1178,0.1321,0.1186,0.1196,0.1071,0.0,0.05667,8.933,923.4,65050.0,13800000.0,34.01,1.391,0.4506,601.0,8084.0,9806000000.0,118300000000.0,1409000000000.0,2.4e+17,1064000000000.0,12670000000000.0,3.686e+20,25.56,0.1217,0.0002276,1726.0,0.001845,0.07362,0.6079,62.04,215.2,125.7,0.009521,969.4,798.9,603.9,-123.6,3.925,-0.7511,-3.385,-2.154,1.691,0.7278,-1.204,-0.9039,-0.7396,-0.8181,0.01663,-0.8715,-0.9119,0.3754,0.06965,0.1586,0.1227,0.1063,0.1125,0.07129,0.02464,0.0,0.1793,59.95,3950.0,346200.0,62710000.0,63.4,-5.175,1.791,8158000.0,87170000.0,-66550000000000.0,-711100000000000.0,-7598000000000000.0,1.086e+21,6404000000000000.0,6.843e+16,1.325e+24,0.32398093,0.32013395,0.4393622,0.45444027,0.3257034,0.274706,0.26864135,0.39196122,0.3276702,0.3312654,0.39283302,0.30364537,calmness
23,6.602,0.07725,0.0006732,191.1,0.001091,0.03899,0.0471,18.36,22.45,11.27,0.0002267,286.8,206.3,259.8,49.57,3.115,3.302,2.404,2.29,2.253,2.334,2.851,3.168,2.795,3.649,2.554,2.384,0.06549,0.2105,0.1802,0.1486,0.1353,0.1472,0.1128,0.1152,0.1255,0.0,0.06128,8.399,741.8,53960.0,10810000.0,42.09,1.367,0.4578,602.0,8429.0,9825000000.0,121300000000.0,1470000000000.0,2.405e+17,1090000000000.0,13220000000000.0,3.845e+20,31.21,0.1604,0.0003394,1731.0,0.002066,0.08245,0.6261,72.15,211.0,150.5,0.009082,1127.0,975.2,763.5,-121.3,2.26,-2.132,-3.624,-0.6466,3.26,1.593,-1.813,-1.658,0.1778,-0.1215,-2.189,-0.7167,-0.8845,0.446,0.04648,0.2276,0.1388,0.1185,0.09851,0.1096,0.03745,0.0,0.2051,62.3,3818.0,321000.0,57590000.0,75.15,-5.026,2.045,8160000.0,87200000.0,-66590000000000.0,-711500000000000.0,-7603000000000000.0,1.087e+21,6407000000000000.0,6.847e+16,1.326e+24,0.32820156,0.3017787,0.21681233,0.19715594,0.19996832,0.26354077,0.20724209,0.40253526,0.47787145,0.34403953,0.376718,0.2705352,calmness
24,13.35,0.09369,0.0003921,218.6,0.001082,0.04037,0.05621,22.72,7.976e-13,24.79,0.0007512,355.0,417.1,521.7,86.97,3.094,2.75,2.211,2.018,1.84,1.856,2.008,3.046,2.721,2.716,2.884,2.027,0.1315,0.2067,0.1615,0.1328,0.1236,0.1022,0.1144,0.1062,0.1014,0.0,0.06966,11.98,776.7,74190.0,12700000.0,43.6,5.263,0.6378,601.4,6717.0,9818000000.0,107300000000.0,1172000000000.0,2.404e+17,965500000000.0,10550000000000.0,3.066e+20,23.67,0.1267,0.000176,1702.0,0.001579,0.06242,0.5957,55.26,220.6,135.3,0.01028,863.4,739.6,605.4,-132.9,5.711,-1.772,-3.478,-2.129,-0.5014,-0.8196,-1.243,0.29,-1.17,-0.4797,0.1638,-1.101,-0.9166,0.5166,-0.02509,0.1125,0.101,0.08275,0.08469,0.07512,0.06349,0.0,0.15,51.14,3156.0,301400.0,53610000.0,71.28,-5.768,1.52,8162000.0,87220000.0,-66620000000000.0,-711900000000000.0,-7608000000000000.0,1.087e+21,6411000000000000.0,6.851e+16,1.327e+24,0.4493036,0.3314165,0.30177873,0.34385532,0.4202049,0.38462338,0.44718507,0.33887085,0.21991926,0.25122935,0.45835847,0.5740952,nostalgia
25,6.477,0.06294,9.485e-05,192.8,0.0005403,0.02008,0.04307,15.98,7.976e-13,12.5,0.0003007,249.7,202.4,294.7,49.97,2.563,2.107,1.951,1.873,1.961,1.973,1.903,2.473,2.458,2.469,2.277,2.434,0.06058,0.1476,0.1899,0.1188,0.1258,0.1221,0.1263,0.1151,0.1129,0.0,0.0373,6.954,590.6,61780.0,11730000.0,32.41,1.226,0.3093,603.0,6399.0,9847000000.0,104900000000.0,1117000000000.0,2.412e+17,944200000000.0,10050000000000.0,2.922e+20,22.44,0.1256,8.584e-05,1741.0,0.001238,0.04971,0.6028,53.81,220.6,72.21,0.009385,840.7,701.1,559.3,-128.2,6.956,-2.086,-3.268,-2.429,-0.034,0.143,0.989,0.2202,-1.43,-1.103,0.4985,-0.6261,-0.9327,0.5573,0.01471,0.109,0.04435,0.1403,0.03104,0.07814,0.06497,0.0,0.1251,47.62,2884.0,293600.0,51020000.0,74.95,-5.628,1.26,8164000.0,87250000.0,-66650000000000.0,-712300000000000.0,-7612000000000000.0,1.088e+21,6414000000000000.0,6.855e+16,1.328e+24,0.42839044,0.43461773,0.5125055,0.43172547,0.4025724,0.35799584,0.38263822,0.44453335,0.33472115,0.2990209,0.39623055,0.48363993,nostalgia
26,7.606,0.0611,0.0001914,199.0,0.0006536,0.02492,0.08919,17.68,34.91,17.12,0.0003412,276.2,237.7,245.1,49.88,2.417,2.51,1.967,2.373,2.326,2.241,2.79,2.714,3.011,3.049,2.44,2.321,0.06047,0.1609,0.1721,0.1369,0.1614,0.1314,0.1281,0.1383,0.1399,0.0,0.04871,8.081,585.6,51820.0,9678000.0,30.02,1.137,0.4307,603.2,7127.0,9852000000.0,110800000000.0,1244000000000.0,2.414e+17,998200000000.0,11200000000000.0,3.257e+20,27.05,0.1385,0.0001054,1759.0,0.001424,0.05685,0.5665,63.87,212.2,89.23,0.009398,997.9,845.3,700.7,-126.4,5.964,-2.161,-3.145,-1.51,1.34,-0.1708,-0.03639,-0.1237,-0.9594,-0.6474,0.3849,-0.7278,-0.9087,0.5187,0.0004662,0.1983,0.06102,0.1199,0.04087,0.08485,0.05716,0.0,0.1437,52.73,3170.0,298600.0,51640000.0,75.11,-5.664,1.442,8166000.0,87270000.0,-66690000000000.0,-712700000000000.0,-7616000000000000.0,1.089e+21,6418000000000000.0,6.858e+16,1.329e+24,0.26231408,0.36809883,0.45026886,0.3142563,0.2912482,0.40188354,0.34494936,0.3046747,0.3284147,0.37194872,0.2976692,0.3095812,nostalgia
27,8.98,0.07276,0.0002202,190.3,0.0007825,0.03007,0.06569,19.02,7.976e-13,16.18,0.0003857,297.1,280.6,250.0,50.95,2.982,3.21,2.217,2.097,2.239,2.058,2.274,2.789,2.58,2.825,2.334,2.37,0.06643,0.1753,0.1593,0.1303,0.1195,0.1237,0.1113,0.1285,0.1193,0.0,0.06724,8.577,646.0,58880.0,11080000.0,37.17,1.248,0.6183,603.0,7094.0,9851000000.0,110600000000.0,1239000000000.0,2.414e+17,996300000000.0,11160000000000.0,3.244e+20,26.12,0.1378,0.0001551,1724.0,0.001566,0.06308,0.5942,60.85,220.6,113.9,0.009379,950.8,816.2,631.2,-124.4,5.269,-2.217,-2.815,-1.97,0.79,-0.1558,0.2384,-0.3598,-0.4548,0.2414,-0.6117,-1.497,-0.9133,0.5123,-0.03858,0.163,0.0807,0.1241,0.09148,0.1118,0.02458,0.0,0.1597,53.02,3191.0,296800.0,51710000.0,74.3,-5.297,1.606,8168000.0,87290000.0,-66720000000000.0,-713000000000000.0,-7620000000000000.0,1.09e+21,6421000000000000.0,6.862e+16,1.33e+24,0.3699544,0.37153053,0.3543753,0.2683222,0.21374469,0.33731803,0.49954015,0.35113275,0.32248813,0.33393034,0.38841268,0.4238899,nostalgia
28,3.717,0.02478,0.0001923,224.8,0.0006166,0.02359,0.04597,9.332,35.18,13.97,0.000232,145.8,116.2,165.3,83.25,5.371,2.3,2.578,1.683,1.863,1.8,1.511,1.757,2.122,1.595,1.575,1.434,0.07824,0.09609,0.2538,0.1644,0.1112,0.0801,0.07109,0.06599,0.07542,0.0,0.05597,5.443,267.8,25250.0,4010000.0,25.05,5.203,0.4823,599.4,3419.0,9795000000.0,80240000000.0,597100000000.0,2.401e+17,721200000000.0,5362000000000.0,1.564e+20,14.57,0.07891,0.0001692,1743.0,0.001599,0.06271,0.543,33.8,194.2,115.0,0.009091,528.1,455.2,395.4,-133.0,15.43,-4.521,1.035,-3.38,-0.6763,-1.629,0.2022,-1.163,-1.243,0.304,-0.1503,-1.495,-0.968,0.8248,-0.1984,0.02772,0.07198,0.06911,0.04341,0.02728,0.01872,0.0,0.1418,25.1,644.8,44530.0,5840000.0,55.55,-5.622,1.43,8170000.0,87310000.0,-66750000000000.0,-713400000000000.0,-7623000000000000.0,1.091e+21,6424000000000000.0,6.865e+16,1.331e+24,0.434591,0.42339036,0.5187758,0.5331045,0.5290616,0.49984345,0.6137103,0.6838933,0.5995663,0.53334606,0.5162687,0.46308142,power
