Song,Quadrant,AllMusic Id,AllMusic Extraction Date,Artist,Title,Relevance,Year,LowestYear,Duration,Moods,MoodsAll,MoodsAllWeights,Genres,GenreWeights,Themes,ThemeWeights,Styles,StyleWeights,AppearancesTrackIDs,AppearancesAlbumIDs,Sample,SampleURL,ActualYear,num_Genres,num_MoodsAll
MT0014597919,Q4,MT0014597919,Old,Dianne Reeves,When I Fall in Love,1.0407033,27/09/2005,27/09/2005,232.0,"Calm/Peaceful,Nocturnal,Organic,Restrained,Sensual,Soothing","Calm/Peaceful,Elegant,Gentle,Intimate,Laid-Back/Mellow,Nocturnal,Organic,Restrained,Sensual,Sentimental,Soothing,Sophisticated,Stylish","9,9,9,9,9,9,9,9,9,9,9,9,9","Jazz,Stage & Screen","9,9","Late Night,Slow Dance","8,8","Mainstream Jazz,Soundtracks,Vocal Jazz","9,9,9",MT0014597919,MW0000642703,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=p8Z3lJt0_vs2QRrvIjt-H_KUU23ZQzDPVjJ3ONioHGo=&f=J,2005,,
MT0014612093,Q4,MT0014612093,Old,2Pac,Friends,1.04496,05/07/2005,05/07/2005,300.0,"Carefree,Dreamy,Elaborate,Hypnotic,Laid-Back/Mellow,Nocturnal,Relaxed,Slick,Street-Smart,Thuggish,Wistful","Amiable/Good-Natured,Carefree,Dreamy,Elaborate,Hypnotic,Laid-Back/Mellow,Nocturnal,Reflective,Relaxed,Sentimental,Slick,Smooth,Sophisticated,Street-Smart,Stylish,Thuggish,Wistful","7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,9","R&B,Rap","6,9","Empowering,Guys Night Out,Hanging Out,Introspection,Reflection","7,7,7,7,8","G-Funk,Neo-Soul,Soul,West Coast Rap","6,6,6,9",MT0014612093,MW0001895928,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=trv3-rizpU_L726kpUYoAmjIb8Tr8vVfGLIuM5x_WSg=&f=I,2005,,
MT0014615863,Q2,MT0014615863,Old,Bun B,Trill Recognize Trill,1.0347471,13/09/2005,13/09/2005,324.0,"Angry,Bitter,Confrontational,Fiery,Malevolent,Menacing,Rebellious,Reckless,Tense/Anxious,Thuggish,Uncompromising,Volatile","Aggressive,Ambitious,Angry,Bitter,Bravado,Confident,Confrontational,Energetic,Fiery,Malevolent,Menacing,Rebellious,Reckless,Rousing,Street-Smart,Tense/Anxious,Thuggish,Uncompromising,Volatile","5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,8",Rap,9,Cool & Cocky,7,"Dirty South,Hardcore Rap,Southern Rap","5,8,9","MT0004452096,MT0004787081,MT0014615863,MT0040516199","MW0000209122,MW0000209122,MW0000209122,MW0000209122",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=BGPOf4WN9IQfl6O1dZtwW82KXJKuJLE7UG4BJXcyKZ4=&f=I,2005,,
MT0014619583,Q1,MT0014619583,Old,Ashford & Simpson,Street Corner,1.0415759,30/08/2005,30/08/2005,272.0,"Celebratory,Exuberant,Joyous,Lush,Sensual,Sexual,Sexy","Celebratory,Confident,Elegant,Exuberant,Joyous,Laid-Back/Mellow,Lush,Passionate,Romantic,Sensual,Sexual,Sexy,Stylish","5,5,5,5,5,5,5,5,5,5,5,7,7",R&B,9,"Affection/Fondness,Partying,Romantic Evening,Sex","5,5,5,6","Disco,Urban","7,9",MT0014619583,MW0000643963,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=XL_1KCpZ36jnEhySVYXSR_QIxMnXLaW9NvEpt_rvU6E=&f=J,2005,,
MT0014624309,Q4,MT0014624309,Old,John Tesh,Forever More (I'll Be the One),1.0332656,25/10/2005,25/10/2005,233.0,"Calm/Peaceful,Precious,Reserved,Restrained","Ambitious,Amiable/Good-Natured,Calm/Peaceful,Earnest,Gentle,Laid-Back/Mellow,Poignant,Precious,Refined,Reflective,Relaxed,Reserved,Restrained,Romantic,Sentimental,Slick,Smooth,Soothing,Sophisticated,Warm","7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8",New Age,6,"Slow Dance,Wedding","5,5",Contemporary Instrumental,6,"MT0014624309,MT0035913829,MT0036374910","MW0000703131,MW0000703131,MW0000703131",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=HQxvghFJgMzdnKx0UcmU_M2KXJKuJLE7UG4BJXcyKZ4=&f=I,2005,,
MT0014650353,Q4,MT0014650353,Old,Bob Marley,Africa Unite,1.0488789,08/11/2005,11/01/2005,313.0,"Bitter,Confident,Earnest,Hypnotic,Lively,Poignant,Reverent,Rousing,Searching,Smooth,Spiritual,Yearning","Ambitious,Bitter,Confident,Earnest,Hypnotic,Lively,Poignant,Reverent,Rousing,Searching,Smooth,Spiritual,Yearning","3,5,6,6,6,6,7,7,7,7,7,7,7",Reggae,6,"Empowering,Revolutionary","7,7",Roots Reggae,6,"MT0014650353,MT0028428029","MW0000371070,MW0000704420",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=8nR02lQ3w4KYJwp9FrDCws2KXJKuJLE7UG4BJXcyKZ4=&f=I,2005,,
MT0014650360,Q1,MT0014650360,Old,Robert Palmer,I Didn't Mean to Turn You On,1.092418,27/09/2005,,214.0,"Energetic,Fun,Innocent,Lively,Passionate,Playful,Sexy,Slick,Stylish","Energetic,Fun,Innocent,Lively,Passionate,Playful,Sexy,Slick,Stylish","5,5,6,6,7,7,7,8,8","Pop/Rock,R&B","6,7","In Love,New Love,Sex","6,7,7","Blue-Eyed Soul,Contemporary Pop/Rock,Soul","6,6,7","MT0000406180,MT0000464601,MT0001768173,MT0002030289,MT0002513114,MT0004576640,MT0005914077,MT0006176498,MT0010891714,MT0012029368,MT0012129929,MT0012837757,MT0012898366,MT0013206732,MT0013207023,MT0013608946,MT0014483547,MT0014650360,MT0015279601,MT0015673260,MT0018484221,MT0026757508,MT0028317952,MT0029953282,MT0036607090,MT0037955754,MT0039670611,MT0039788190,MT0041971546,MT0044488243,MT0044646065,MT0044762581,MT0044771427,MT0044854747,MT0044965303,MT0045196496,MT0045213988,MT0045502729,MT0046808706,MT0047614075,MT0049389522,MT0050539159","MW0000021777,MW0000087332,MW0000087332,MW0000087332,MW0000195214,MW0000195214,MW0000221417,MW0000221417,MW0000253600,MW0000253600,MW0000305237,MW0000305237,MW0000456526,MW0000465303,MW0000465303,MW0000465303,MW0000465303,MW0000469464,MW0000558296,MW0000610955,MW0000610955,MW0000610955,MW0000610955,MW0000886864,MW0000911120,MW0001035722,MW0001049010,MW0001049010,MW0001073343,MW0001073343,MW0001081374,MW0001146301,MW0001431835,MW0001492955,MW0002016318,MW0002046140,MW0002064532,MW0002072877,MW0002395210,MW0002510430,MW0002563505,MW0002722040",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=-I0WlCzzcTot37VB154jXoapJnH0KBK7tayJ1L1z1aM=&f=I,2005,,
MT0014664637,Q1,MT0014664637,Old,Jimmy Buffett,Fruitcakes,1.0531224,15/11/2005,24/05/1994,0.0,"Fun,Humorous,Irreverent,Playful,Reflective,Silly,Slick,Smooth,Summery,Witty,Wry","Fun,Humorous,Irreverent,Playful,Reflective,Silly,Slick,Smooth,Summery,Witty,Wry","5,6,7,7,7,7,7,7,7,7,8",Pop/Rock,8,"At the Beach,Drinking,Hanging Out,Mischievous,Partying,Playful,Relaxation,Summer,TGIF,Vacation","7,8,8,8,8,9,9,9,9,9","Adult Contemporary,Contemporary Pop/Rock,Country-Rock,Soft Rock","5,5,8,8","MT0002777048,MT0006240992,MT0006656679,MT0007239084,MT0007580371,MT0011701017,MT0014655679,MT0014664637,MT0044459212,MT0044883478,MT0048242087,MT0052200197","MW0000172819,MW0000172819,MW0000259558,MW0000259558,MW0000593956,MW0000624357,MW0000624357,MW0000624357,MW0000967653,MW0001001766,MW0002420152,MW0002420152",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=oYY8msLn8bLV1rfqw6C2foapJnH0KBK7tayJ1L1z1aM=&f=I,2005,,
MT0014665667,Q3,MT0014665667,Old,The Jordanaires,Blue Christmas,1.0265968,1978-??-??,1978-??-??,127.0,"Bitter,Bleak,Gloomy,Sad","Bitter,Bleak,Brooding,Cathartic,Gloomy,Melancholy,Poignant,Reflective,Sad,Searching,Wistful,Yearning","5,6,6,6,6,6,7,7,8,8,8,9","Holiday,Pop/Rock","8,9","Feeling Blue,Heartache,Holidays,Introspection,Long Walk,Solitude,Winter","6,7,8,8,9,9,9","Christmas,Early Pop/Rock,Holidays","7,8,9","MT0008483619,MT0013227083,MT0014665667","MW0000171020,MW0000892654,MW0001291842",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=V4DArA6UM-dihfuYhCHms_KUU23ZQzDPVjJ3ONioHGo=&f=I,1978,,
MT0014665693,Q3,MT0014665693,Old,Fats Domino,What Will I Tell My Heart,1.0394454,1958-??-??,,0.0,"Confrontational,Innocent,Lazy,Melancholy,Naive,Weary","Confrontational,Earnest,Innocent,Intimate,Laid-Back/Mellow,Lazy,Melancholy,Naive,Plaintive,Reflective,Warm,Weary","3,4,5,6,6,6,6,7,7,8,8,9","Pop/Rock,R&B","6,9","Breakup,Feeling Blue,Heartache,Solitude","9,9,9,9","Early R&B,New Orleans R&B,Rock & Roll","6,7,9","MT0000130343,MT0006636530,MT0006706680,MT0007607556,MT0007896632,MT0009728825,MT0014665693,MT0015962119,MT0017766279,MT0018386581,MT0018474039,MT0019294334,MT0036378143,MT0036504874,MT0038510421,MT0041872968,MT0042654823,MT0043356174,MT0045857663,MT0046521893,MT0047023070,MT0047858240,MT0049357102,MT0052538249","MW0000125405,MW0000600123,MW0000600123,MW0000658554,MW0000658554,MW0000793228,MW0000799085,MW0000807117,MW0000852136,MW0001517239,MW0001529327,MW0001621504,MW0001672479,MW0001935742,MW0001935742,MW0001978532,MW0001980720,MW0001993422,MW0002007080,MW0002204193,MW0002528259,MW0002563383,MW0002648959,MW0002883904",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=YjSxyliFrAy4AlLsmQLoM6wfpsQHuOlGC4-o-yXc8Os=&f=J,1958,,
MT0014668887,Q3,MT0014668887,Old,Anthony B,Mr. Heartless,1.0200062,25/10/2005,21/09/1999,417.0,"Acerbic,Bitter,Bleak,Snide,Spiritual","Acerbic,Bitter,Bleak,Cathartic,Earnest,Melancholy,Plaintive,Rebellious,Snide,Spiritual,Urgent,Yearning","5,6,6,6,6,6,7,7,7,7,7,7",Reggae,6,"Freedom,Revolutionary","5,8",Contemporary Reggae,6,"MT0001275269,MT0007542244,MT0008468707,MT0008497171,MT0014084769,MT0014668887,MT0036461289,MT0038480306,MT0038936291,MT0045675971","MW0000256549,MW0000256549,MW0000261135,MW0000261135,MW0000359531,MW0000359531,MW0000359531,MW0000670906,MW0000670906,MW0000670906",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=oqvZmHpZq6AYzRc4Zmf3gfh0BJxFGWncDvRkmPV4knk=&f=I,2005,,
MT0014693814,Q3,MT0014693814,Old,Rosanne Cash,House on the Lake,1.0833689,24/01/2006,2006-??-??,211.0,"Bittersweet,Dramatic,Earnest,Insular,Intimate,Literate,Melancholy,Passionate,Plaintive,Poignant,Reflective,Searching,Self-Conscious,Sentimental,Smooth,Somber,Theatrical,Warm,Weary,Wistful","Bittersweet,Dramatic,Earnest,Insular,Intimate,Literate,Melancholy,Passionate,Plaintive,Poignant,Reflective,Searching,Self-Conscious,Sentimental,Smooth,Somber,Theatrical,Warm,Weary,Wistful","4,4,5,5,6,6,7,7,7,7,7,7,7,7,7,8,8,8,9,9","Country,Pop/Rock","7,9","Feeling Blue,Heartache,Introspection,Reflection","9,9,9,9","Adult Alternative Pop/Rock,Alternative Country-Rock,Alternative/Indie Rock,Contemporary Country","5,7,7,9","MT0009424099,MT0014693814,MT0020252141,MT0035528111,MT0041002850,MT0042254482","MW0000353097,MW0000353097,MW0000460460,MW0001324941,MW0002118801,MW0002118801",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=LoyyYM8ow0tQspR5JdIZWmjIb8Tr8vVfGLIuM5x_WSg=&f=J,2006,,
MT0014703649,Q2,MT0014703649,Old,2Pac,Heartz of Men,1.011217,13/02/1996,13/02/1996,283.0,"Bitter,Fierce,Hostile,Outraged","Aggressive,Bitter,Brash,Confrontational,Dramatic,Earnest,Fierce,Gutsy,Hostile,Hypnotic,Intense,Menacing,Ominous,Outraged,Passionate,Provocative,Rebellious,Reflective,Rousing,Self-Conscious,Street-Smart,Thuggish,Uncompromising","5,5,5,6,6,6,6,7,7,7,8,8,8,8,9,9,9,9,9,9,9,9,9",Rap,9,"Cool & Cocky,Empowering,Guys Night Out,Maverick,Reflection,Revolutionary","5,7,7,7,9,9","Gangsta Rap,West Coast Rap","9,9","MT0014703649,MT0026732013","MW0000183802,MW0000183802",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=TUHCpdOgFTBvCEn7B_q_H6wfpsQHuOlGC4-o-yXc8Os=&f=J,1996,,
MT0014724547,Q4,MT0014724547,Old,Sarah Connor,A New Kingdom,1.027459,2005-??-??,2005-??-??,215.0,"Precious,Reverent,Spiritual,Wintry","Confident,Elegant,Intimate,Passionate,Precious,Refined,Restrained,Reverent,Spiritual,Stylish,Wintry","7,7,7,7,7,7,7,7,7,8,9","Holiday,R&B","7,7","Christmas Party,Holidays","7,8","Christmas,Contemporary R&B,Holidays","7,7,7","MT0014724547,MT0019152676,MT0019587597","MW0001430352,MW0001440126,MW0001440126",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=TikFtXmy6wBuD8lTQc7ppGjIb8Tr8vVfGLIuM5x_WSg=&f=I,2005,,
MT0014737299,Q3,MT0014737299,Old,CunninLynguists,America Loves Gangsters,1.0246038,25/01/2006,25/01/2006,268.0,"Acerbic,Bitter,Bleak,Cynical/Sarcastic,Gloomy,Reckless,Snide,Thuggish","Acerbic,Bitter,Bleak,Cynical/Sarcastic,Dramatic,Gloomy,Literate,Plaintive,Poignant,Provocative,Reckless,Slick,Snide,Street-Smart,Stylish,Tense/Anxious,Thuggish,Volatile","5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,7,8",Rap,8,Revolutionary,7,"Alternative Rap,Southern Rap,Underground Rap","6,7,8",MT0014737299,MW0000344284,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=PlqknCH1AFnvRpPqLpn4Es2KXJKuJLE7UG4BJXcyKZ4=&f=I,2006,,
MT0014752461,Q4,MT0014752461,Old,Percy Sledge,When a Man Loves a Woman,1.0332421,10/01/2006,10/01/2006,179.0,"Calm/Peaceful,Cathartic,Delicate,Epic,Ethereal,Sparse","Amiable/Good-Natured,Calm/Peaceful,Cathartic,Delicate,Dramatic,Earnest,Earthy,Epic,Ethereal,Gentle,Gritty,Intimate,Laid-Back/Mellow,Organic,Passionate,Plaintive,Poignant,Reflective,Searching,Sparse,Warm","5,6,6,6,6,7,7,7,7,7,8,8,8,8,8,8,9,9,9,9,9",R&B,9,"Comfort,Feeling Blue,In Love,Introspection,Romantic Evening,Seduction,Slow Dance","6,6,7,8,8,8,9","Deep Soul,Soul,Southern Soul","8,9,9",MT0014752461,MW0000369202,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=X1tLJiqjI-YzCDmXlqsmMTqpU4hxl5saPDaNIVORh-E=&f=J,2006,,
MT0014756127,Q2,MT0014756127,Old,Burnt by the Sun,Proof,1.0107888,07/02/2006,07/02/2006,229.0,"Anguished/Distraught,Crunchy,Fierce,Harsh,Hostile,Malevolent","Aggressive,Angst-Ridden,Anguished/Distraught,Brash,Brooding,Confident,Confrontational,Crunchy,Dramatic,Fierce,Gritty,Gutsy,Harsh,Hostile,Intense,Malevolent,Menacing,Raucous,Rousing,Sophisticated,Street-Smart,Tense/Anxious,Visceral,Volatile","7,7,7,7,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Empowering,Freedom,Guys Night Out","8,8,8,8","Alternative Metal,Alternative/Indie Rock,Heavy Metal,Post-Hardcore,Power Metal,Progressive Metal","5,5,7,7,9,9",MT0014756127,MW0000702467,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=ArhpfPXuEEu1IR7tDjxfSvh0BJxFGWncDvRkmPV4knk=&f=I,2006,,
MT0014762437,Q2,MT0014762437,Old,Folly,Brooks Wuz Here,1.0113237,21/02/2006,21/02/2006,31.0,"Angry,Hostile,Manic","Aggressive,Angry,Brash,Cathartic,Dramatic,Energetic,Fiery,Hostile,Manic,Passionate,Raucous,Tense/Anxious,Urgent,Visceral,Volatile","5,6,6,7,8,8,8,9,9,9,9,9,9,9,9",Pop/Rock,9,"Guys Night Out,Heartache,Late Night","6,9,9","Alternative Metal,Heavy Metal,Punk Metal","9,9,9","MT0014762437,MT0041514859","MW0000354545,MW0000354545",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=UVJOqBqvJdS9dWE-SBhKLv3pqi0RS20pHqZddGAWQOA=&f=I,2006,,
MT0014781093,Q1,MT0014781093,Old,Elvis,I Got Stung,1.0494841,28/02/2006,28/02/2006,111.0,"Bright,Cheerful,Energetic,Fun,Light,Lively,Playful,Rollicking,Rousing,Swaggering,Warm","Bright,Cheerful,Energetic,Fun,Light,Lively,Playful,Rollicking,Rousing,Swaggering,Warm","9,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,In Love,9,"Early Pop/Rock,Rock & Roll","9,9",MT0014781093,MW0000350624,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=vBFMEGLgRqSoNE3K8JyjUfh0BJxFGWncDvRkmPV4knk=&f=J,2006,,
MT0014790813,Q2,MT0014790813,Old,Fat Joe,Pop U,1.0339841,07/03/2006,07/03/2006,264.0,"Hostile,Menacing,Reckless,Restrained,Snide,Tense/Anxious,Thuggish,Uncompromising,Volatile","Brash,Bravado,Confident,Hostile,Menacing,Reckless,Restrained,Slick,Snide,Street-Smart,Tense/Anxious,Thuggish,Uncompromising,Volatile","5,6,6,6,6,6,6,7,7,7,7,7,7,8",Rap,9,Cool & Cocky,7,"Dirty South,Gangsta Rap,Southern Rap","5,9,9","MT0014790813,MT0014837083,MT0035707846,MT0046413660","MW0000341713,MW0000341713,MW0000341713,MW0000341713",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=iNhU1oiJ-EKWnzLu7aOv0M2KXJKuJLE7UG4BJXcyKZ4=&f=I,2006,,
MT0014794891,Q3,MT0014794891,Old,B.G.,Kill or Be Killed,1.0276438,21/03/2006,21/03/2006,189.0,"Bitter,Bleak,Eerie,Menacing,Ominous,Snide,Thuggish","Bitter,Bleak,Bravado,Confident,Confrontational,Eerie,Menacing,Nocturnal,Ominous,Snide,Street-Smart,Tense/Anxious,Thuggish,Uncompromising,Volatile","6,6,6,7,7,7,7,7,7,7,7,7,8,8,8",Rap,8,"Late Night,Scary Music","5,5","Dirty South,Southern Rap","7,8","MT0014794891,MT0014815351","MW0000372098,MW0000372098",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=OB6pzOnf_sXtAnqBTh45Ks2KXJKuJLE7UG4BJXcyKZ4=&f=J,2006,,
MT0014798420,Q3,MT0014798420,Old,Bubba Sparxxx,Ain't Life Grand,1.0302643,04/04/2006,04/04/2006,287.0,"Bleak,Cynical/Sarcastic","Bleak,Cynical/Sarcastic,Earnest,Plaintive,Poignant,Reflective,Relaxed,Searching,Street-Smart","6,6,6,6,7,7,8,8,8",Rap,9,"Feeling Blue,Long Walk,Rainy Day","7,7,8","Dirty South,Southern Rap","6,9","MT0005318136,MT0014798420,MT0014799598,MT0014836109,MT0015751118","MW0000358005,MW0000358005,MW0000358005,MW0000358005,MW0000358005",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=ZXawpgJKasrbdbCxtnMW6M2KXJKuJLE7UG4BJXcyKZ4=&f=I,2006,,
MT0014804830,Q3,MT0014804830,Old,The Comsat Angels,Now I Know,1.0278128,1982-??-??,1982-??-??,238.0,"Anguished/Distraught,Bitter,Gloomy,Somber","Anguished/Distraught,Bitter,Cerebral,Dramatic,Gentle,Gloomy,Intense,Literate,Reserved,Restrained,Somber,Tense/Anxious,Weary","7,7,7,7,7,7,8,8,8,8,8,8,9",Pop/Rock,9,"Heartache,Late Night,Night Driving,Solitude","7,9,9,9","Alternative/Indie Rock,New Wave,Post-Punk,Punk/New Wave","7,7,9,9","MT0012854983,MT0014783825,MT0014804830,MT0014807854,MT0031778471,MT0045017843","MW0000840132,MW0000840132,MW0000840132,MW0000840132,MW0000840132,MW0001439111",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=32NKTW8fiAhjFZJeuRngEv3pqi0RS20pHqZddGAWQOA=&f=I,1982,,
MT0014817509,Q2,MT0014817509,Old,Alejandro Escovedo,Sacramento & Polk,1.0307906,02/05/2006,14/05/1999,295.0,"Angst-Ridden,Cathartic,Fierce,Menacing,Ominous,Tense/Anxious,Uncompromising,Volatile","Ambitious,Angst-Ridden,Brash,Bravado,Cathartic,Dramatic,Earnest,Fierce,Gritty,Gutsy,Intense,Intimate,Literate,Menacing,Nocturnal,Ominous,Plaintive,Poignant,Reflective,Searching,Street-Smart,Tense/Anxious,Uncompromising,Volatile,Yearning","5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,8,8,8,8,9,9,9,9","Country,Pop/Rock","7,9","Cool & Cocky,Freedom,Late Night","9,9,9","Alternative Country-Rock,Alternative/Indie Rock,Americana,Progressive Country,Roots Rock","5,5,5,7,9","MT0003162930,MT0006485005,MT0014817509,MT0042077540","MW0000237686,MW0000569528,MW0000569528,MW0002219442",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=gOj_Fv0N2uArfLh7dcrYcWjIb8Tr8vVfGLIuM5x_WSg=&f=I,2006,,
MT0014826870,Q4,MT0014826870,Old,Avant,So Many Ways,1.0355319,25/04/2006,25/04/2006,271.0,"Lush,Sexy,Soft/Quiet","Dreamy,Elegant,Gentle,Lush,Passionate,Romantic,Sexy,Slick,Smooth,Soft/Quiet,Sophisticated,Swaggering,Sweet,Warm","7,7,7,7,7,7,7,8,8,9,9,9,9,9",R&B,9,"In Love,Romantic Evening,Seduction","9,9,9","Contemporary R&B,Urban","7,9","MT0007945201,MT0014820620,MT0014826870,MT0018754080,MT0044010957,MT0044715645,MT0047779717","MW0000386114,MW0000386114,MW0000386114,MW0000386114,MW0000386114,MW0000386114,MW0000386114",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=gyv4LXrOuAZzarBSovwOg_h0BJxFGWncDvRkmPV4knk=&f=I,2006,,
MT0014833239,Q1,MT0014833239,Old,Bob Dorough,New Song,1.0365386,18/04/2006,18/04/2006,409.0,"Giddy,Gleeful,Happy,Witty","Amiable/Good-Natured,Carefree,Cheerful,Confident,Earnest,Exuberant,Freewheeling,Fun,Giddy,Gleeful,Happy,Lively,Organic,Playful,Poignant,Sophisticated,Stylish,Sweet,Warm,Wistful,Witty","7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9",Jazz,8,"Comfort,Empowering,Introspection,Playful,Reflection,The Creative Side","7,7,8,8,8,8","Post-Bop,Vocal Jazz,Vocalese","6,7,8",MT0014833239,MW0000405793,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=OEchyFpqrnw4TjHf9Kx-mpjWf7KriH64XH0cLbjLrOY=&f=I,2006,,
MT0014838459,Q2,MT0014838459,Old,Sick of It All,Leader,1.0278302,18/04/2006,18/04/2006,73.0,"Angry,Bitter,Harsh,Hostile,Nihilistic,Outraged,Unsettling","Aggressive,Angry,Bitter,Brash,Confrontational,Dramatic,Fiery,Gutsy,Harsh,Hostile,Intense,Nihilistic,Outraged,Raucous,Rebellious,Rousing,Tense/Anxious,Uncompromising,Unsettling,Volatile","5,5,6,7,7,7,8,8,8,8,9,9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Empowering,Guys Night Out,Revolutionary","8,8,9,9","Alternative/Indie Rock,Hardcore Punk,Punk Revival,Punk/New Wave,Skatepunk","9,9,9,9,9","MT0014838459,MT0028253429,MT0036396040,MT0042532725,MT0046083066","MW0000408415,MW0000408415,MW0000408415,MW0000408415,MW0000408415",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=-sQfisCOFiMW950ZUxNL2_3pqi0RS20pHqZddGAWQOA=&f=I,2006,,
MT0014844849,Q2,MT0014844849,Old,Screwed Up Click,Shed Tears,1.0210567,21/03/2006,21/03/2006,721.0,"Druggy,Hedonistic,Ominous,Reckless,Sleazy","Brash,Celebratory,Confident,Druggy,Hedonistic,Ominous,Reckless,Sleazy,Somber,Swaggering,Trippy,Volatile","7,7,9,9,9,9,9,9,9,9,9,9",Rap,9,"Drinking,Hanging Out,Partying","9,9,9","Dirty South,Gangsta Rap,Hardcore Rap,Southern Rap","7,8,9,9",MT0014844849,MW0000757436,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=t6W9w4oTgscUriC2zrIoq2jIb8Tr8vVfGLIuM5x_WSg=&f=I,2006,,
MT0014845647,Q2,MT0014845647,Old,Ministry,Gangree,1.04081,02/05/2006,02/05/2006,360.0,"Aggressive,Angry,Bitter,Bravado,Cynical/Sarcastic,Fiery,Harsh,Hostile,Malevolent,Menacing,Nihilistic,Ominous,Rebellious,Snide,Tense/Anxious,Uncompromising,Unsettling,Volatile","Aggressive,Angry,Bitter,Bravado,Cynical/Sarcastic,Energetic,Fiery,Harsh,Hostile,Malevolent,Menacing,Nihilistic,Ominous,Rebellious,Snide,Tense/Anxious,Uncompromising,Unsettling,Volatile","6,6,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8",Pop/Rock,9,Revolutionary,7,"Alternative Metal,Heavy Metal,Industrial Metal","9,9,9",MT0014845647,MW0000582277,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=RkNZg_b325E1qL1FPv9aw_QIxMnXLaW9NvEpt_rvU6E=&f=I,2006,,
MT0014852191,Q2,MT0014852191,Old,Screwed Up Click,So Much Love,1.0210656,21/03/2006,21/03/2006,244.0,"Druggy,Hedonistic,Ominous,Reckless,Sleazy","Brash,Celebratory,Confident,Druggy,Hedonistic,Ominous,Reckless,Sleazy,Swaggering,Trippy,Volatile","7,9,9,9,9,9,9,9,9,9,9",Rap,9,"Drinking,Hanging Out,Partying","9,9,9","Dirty South,Gangsta Rap,Hardcore Rap,Southern Rap","7,8,9,9",MT0014852191,MW0000757436,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=CizUucYziMlZabxLx4SDefKUU23ZQzDPVjJ3ONioHGo=&f=I,2006,,
MT0014853937,Q3,MT0014853937,Old,Jeannie Seely,When It's Over,1.0210322,1968-??-??,1968-??-??,0.0,"Anguished/Distraught,Naive","Anguished/Distraught,Bittersweet,Earnest,Gentle,Innocent,Intimate,Melancholy,Naive,Plaintive,Poignant,Refined,Reflective,Restrained,Rustic,Sentimental,Soft/Quiet,Somber,Sophisticated,Warm,Weary,Wistful,Yearning","5,5,5,6,6,6,6,7,7,7,7,7,7,7,7,8,8,8,9,9,9,9",Country,9,"Breakup,Feeling Blue,Heartache","9,9,9","Country-Pop,Nashville Sound/Countrypolitan","5,9","MT0006924945,MT0007952433,MT0010521841,MT0014853937","MW0000094907,MW0000094907,MW0000094907,MW0001071536",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=VHB69_2JG_6haf2AizzCDfh0BJxFGWncDvRkmPV4knk=&f=I,1968,,
